loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,loan_status,purpose,dti
40000, 60 months,11.8,9 years,MORTGAGE,45672.0,Current,debt_consolidation,60.56
3500, 36 months,20.89,5 years,MORTGAGE,65000.0,Current,other,46.05
21000, 60 months,17.97,< 1 year,RENT,79000.0,Current,debt_consolidation,20.52
23000, 60 months,15.02,10+ years,RENT,65000.0,Current,debt_consolidation,19.68
12000, 60 months,10.72,5 years,MORTGAGE,125000.0,Current,home_improvement,2.01
5275, 36 months,15.02,3 years,MORTGAGE,135000.0,Current,debt_consolidation,21.41
19200, 60 months,16.14,2 years,MORTGAGE,60000.0,Current,medical,21.32
35000, 36 months,8.19,,RENT,71000.0,Current,debt_consolidation,34.01
40000, 60 months,10.72,< 1 year,RENT,73000.0,Current,debt_consolidation,0.85
6000, 36 months,16.14,1 year,RENT,24000.0,Current,debt_consolidation,35.98
14500, 36 months,12.98,1 year,MORTGAGE,60000.0,Current,debt_consolidation,26.3
6000, 36 months,17.97,6 years,MORTGAGE,25000.0,Current,debt_consolidation,24.2
25000, 60 months,15.02,10+ years,RENT,85000.0,Current,credit_card,19.17
35000, 36 months,7.56,1 year,RENT,177000.0,Current,credit_card,16.21
24000, 36 months,10.72,7 years,MORTGAGE,200000.0,Current,credit_card,25.1
10000, 60 months,16.91,10+ years,MORTGAGE,48000.0,Current,home_improvement,6.38
2500, 36 months,8.81,,RENT,27276.0,Current,credit_card,25.74
20000, 60 months,14.47,< 1 year,RENT,72000.0,Current,debt_consolidation,6.37
10000, 36 months,14.47,< 1 year,RENT,50000.0,Current,debt_consolidation,20.33
5000, 36 months,8.19,1 year,RENT,35850.0,Current,debt_consolidation,13.53
14000, 60 months,15.02,< 1 year,MORTGAGE,38000.0,Current,credit_card,24.51
10000, 36 months,16.14,,RENT,42348.0,Current,debt_consolidation,33.41
10000, 36 months,14.47,1 year,RENT,85000.0,Current,debt_consolidation,16.7
16000, 36 months,15.02,< 1 year,RENT,186000.0,Current,medical,14.45
5500, 36 months,17.97,4 years,OWN,128000.0,Current,debt_consolidation,13.74
10000, 36 months,7.56,6 years,MORTGAGE,180000.0,Current,debt_consolidation,12.17
6000, 36 months,16.14,2 years,RENT,20000.0,Current,credit_card,23.95
12000, 60 months,20.89,10+ years,RENT,65000.0,Current,debt_consolidation,20.09
25000, 60 months,16.14,< 1 year,MORTGAGE,80000.0,Current,debt_consolidation,23.19
11000, 60 months,16.91,< 1 year,RENT,57500.0,Current,debt_consolidation,17.35
12000, 60 months,14.47,2 years,MORTGAGE,52000.0,Current,debt_consolidation,6.12
8400, 36 months,11.8,4 years,MORTGAGE,55000.0,Current,debt_consolidation,1.9
4600, 36 months,11.8,4 years,RENT,65000.0,Current,credit_card,2.01
10500, 36 months,7.02,1 year,RENT,34080.0,Current,debt_consolidation,13.45
15000, 36 months,10.33,< 1 year,MORTGAGE,110000.0,Current,credit_card,11.89
30000, 60 months,19.92,4 years,MORTGAGE,70000.0,Current,debt_consolidation,26.45
10000, 36 months,19.92,3 years,RENT,45000.0,Current,debt_consolidation,15.49
12000, 36 months,7.02,,RENT,21000.0,Current,credit_card,20.8
17200, 36 months,6.46,10+ years,RENT,102108.0,Current,debt_consolidation,9.99
15000, 36 months,7.02,10+ years,OWN,32000.0,Current,debt_consolidation,35.6
12000, 36 months,10.33,10+ years,RENT,53000.0,Current,debt_consolidation,20.0
21000, 36 months,8.19,1 year,RENT,65000.0,Current,debt_consolidation,17.04
24000, 60 months,16.14,4 years,MORTGAGE,400000.0,Current,credit_card,6.08
36000, 36 months,11.31,7 years,MORTGAGE,103000.0,Current,home_improvement,11.17
10000, 36 months,16.14,,OWN,32112.0,Current,debt_consolidation,22.87
40000, 36 months,7.02,10+ years,MORTGAGE,175000.0,Current,home_improvement,11.6
10000, 60 months,10.72,5 years,RENT,56000.0,Current,debt_consolidation,17.87
13000, 60 months,16.14,3 years,RENT,35000.0,Current,debt_consolidation,28.91
3500, 36 months,13.56,10+ years,RENT,32000.0,Current,medical,39.65
12000, 60 months,14.47,10+ years,RENT,86472.0,Current,debt_consolidation,22.79
20000, 36 months,16.14,2 years,RENT,68000.0,Current,debt_consolidation,11.42
5500, 36 months,20.89,8 years,RENT,98000.0,Current,other,20.6
12000, 36 months,10.72,7 years,RENT,62000.0,Current,debt_consolidation,39.51
5000, 36 months,14.47,,RENT,12000.0,Current,debt_consolidation,12.6
24000, 60 months,20.89,10+ years,RENT,40000.0,Current,debt_consolidation,21.15
35425, 36 months,11.8,7 years,MORTGAGE,60000.0,Current,debt_consolidation,51.5
37200, 36 months,14.47,2 years,RENT,25000.0,Current,credit_card,77.92
16000, 36 months,23.4,10+ years,MORTGAGE,80000.0,Current,credit_card,11.25
35000, 36 months,16.14,< 1 year,RENT,100000.0,Current,debt_consolidation,13.12
21000, 36 months,16.91,5 years,RENT,57000.0,Current,credit_card,21.35
11000, 60 months,20.89,5 years,MORTGAGE,52716.0,Current,other,39.24
25000, 60 months,26.31,,RENT,80000.0,Current,debt_consolidation,17.84
40000, 36 months,8.81,5 years,MORTGAGE,138000.0,Current,debt_consolidation,12.44
10200, 36 months,10.33,10+ years,RENT,110000.0,Current,debt_consolidation,31.75
8000, 36 months,12.98,1 year,RENT,75000.0,Current,credit_card,29.86
8000, 36 months,6.46,1 year,RENT,95000.0,Current,credit_card,24.08
20000, 36 months,16.91,10+ years,MORTGAGE,116400.0,Current,home_improvement,14.96
24000, 36 months,14.47,2 years,OWN,60000.0,Current,debt_consolidation,4.46
6025, 36 months,8.81,,MORTGAGE,42996.0,Current,credit_card,20.99
6250, 36 months,8.81,2 years,MORTGAGE,28000.0,Current,debt_consolidation,11.1
15000, 60 months,12.98,5 years,RENT,44000.0,Fully Paid,debt_consolidation,23.84
20000, 36 months,10.33,< 1 year,RENT,75000.0,Current,debt_consolidation,15.02
20000, 36 months,16.91,10+ years,RENT,100000.0,Current,debt_consolidation,29.89
30000, 36 months,20.89,5 years,MORTGAGE,250000.0,Current,home_improvement,29.33
36575, 60 months,16.91,10+ years,OWN,83000.0,Current,debt_consolidation,16.89
11000, 36 months,8.19,7 years,RENT,48000.0,Current,debt_consolidation,23.58
25000, 36 months,8.19,6 years,MORTGAGE,107000.0,Current,credit_card,12.48
15000, 36 months,10.72,3 years,RENT,85000.0,Current,debt_consolidation,21.45
20000, 36 months,11.31,,RENT,105000.0,Current,debt_consolidation,22.42
2000, 36 months,19.92,< 1 year,RENT,60000.0,Current,debt_consolidation,15.81
35375, 60 months,19.92,10+ years,MORTGAGE,101000.0,Current,credit_card,27.2
15000, 36 months,23.4,10+ years,MORTGAGE,84000.0,Current,debt_consolidation,27.49
30000, 60 months,15.02,10+ years,RENT,77586.0,Current,major_purchase,31.65
6000, 36 months,10.72,10+ years,MORTGAGE,0.0,Current,debt_consolidation,
10325, 36 months,6.46,3 years,MORTGAGE,57200.0,Current,debt_consolidation,19.16
10850, 36 months,11.8,10+ years,MORTGAGE,76000.0,Current,credit_card,17.59
20000, 36 months,6.46,5 years,MORTGAGE,98000.0,Current,debt_consolidation,18.55
16000, 36 months,19.92,7 years,OWN,80000.0,Current,debt_consolidation,18.38
20000, 36 months,11.8,7 years,RENT,65000.0,Current,house,23.1
30000, 60 months,26.31,< 1 year,MORTGAGE,82500.0,Current,debt_consolidation,16.2
28000, 36 months,20.89,< 1 year,RENT,110000.0,Current,debt_consolidation,13.29
25000, 60 months,16.91,5 years,MORTGAGE,48000.0,Current,debt_consolidation,14.75
35000, 36 months,12.98,2 years,RENT,123500.0,Current,other,17.78
16000, 36 months,11.8,3 years,MORTGAGE,125000.0,Current,credit_card,21.43
7000, 36 months,8.81,9 years,OWN,36000.0,Current,credit_card,44.1
35000, 36 months,6.46,5 years,MORTGAGE,195000.0,Current,debt_consolidation,22.66
4600, 36 months,14.47,7 years,MORTGAGE,47500.0,Current,other,12.71
10000, 60 months,8.19,10+ years,MORTGAGE,56000.0,Current,debt_consolidation,3.83
6000, 36 months,6.46,1 year,OWN,20000.0,Current,debt_consolidation,20.29
20000, 60 months,14.47,3 years,RENT,100000.0,Current,debt_consolidation,7.8
35000, 36 months,16.91,< 1 year,RENT,100000.0,Current,other,9.16
10000, 36 months,11.8,7 years,OWN,41039.0,Current,credit_card,8.75
18000, 36 months,13.56,,RENT,41000.0,Current,home_improvement,27.34
34000, 60 months,11.31,8 years,MORTGAGE,175000.0,Current,credit_card,14.5
10000, 60 months,14.47,,RENT,54000.0,Current,home_improvement,24.04
15000, 60 months,16.14,10+ years,RENT,47988.0,Current,debt_consolidation,5.3
24000, 60 months,16.91,4 years,RENT,25000.0,Current,medical,22.66
12000, 60 months,8.81,< 1 year,RENT,96000.0,Current,debt_consolidation,15.26
7200, 36 months,8.19,1 year,RENT,48000.0,Current,debt_consolidation,26.35
35000, 60 months,14.47,3 years,MORTGAGE,52000.0,Current,debt_consolidation,11.7
25000, 60 months,11.8,< 1 year,MORTGAGE,125000.0,Current,debt_consolidation,24.05
35000, 60 months,17.97,8 years,RENT,80000.0,Current,major_purchase,4.49
40000, 60 months,19.92,10+ years,RENT,45000.0,Current,debt_consolidation,40.61
5300, 36 months,8.81,8 years,RENT,52000.0,Current,car,34.06
22000, 60 months,15.02,< 1 year,MORTGAGE,90000.0,Current,debt_consolidation,8.99
38500, 60 months,10.72,10+ years,MORTGAGE,65000.0,Current,debt_consolidation,7.99
5000, 36 months,13.56,2 years,RENT,34000.0,Current,credit_card,21.28
20500, 36 months,18.94,10+ years,RENT,38500.0,Current,credit_card,24.69
27400, 36 months,17.97,1 year,RENT,303000.0,Current,credit_card,12.22
9900, 36 months,7.02,4 years,MORTGAGE,78000.0,Current,credit_card,21.29
1200, 36 months,10.72,,RENT,24414.0,Fully Paid,major_purchase,5.41
25000, 36 months,7.02,2 years,MORTGAGE,125000.0,Current,credit_card,21.89
6300, 36 months,6.46,2 years,RENT,37000.0,Current,credit_card,10.38
10000, 60 months,15.02,10+ years,MORTGAGE,70000.0,Current,credit_card,15.06
40000, 36 months,11.8,9 years,MORTGAGE,300000.0,Current,credit_card,18.97
10000, 36 months,14.47,4 years,OWN,850000.0,Current,credit_card,1.6
19000, 36 months,7.56,10+ years,MORTGAGE,81000.0,Current,debt_consolidation,16.99
38500, 60 months,11.8,6 years,MORTGAGE,97000.0,Current,debt_consolidation,19.89
6500, 36 months,14.47,,RENT,13000.0,Current,credit_card,21.88
3000, 36 months,14.47,,MORTGAGE,73550.0,Current,debt_consolidation,50.25
15000, 60 months,27.27,10+ years,MORTGAGE,145000.0,Current,home_improvement,8.23
25000, 60 months,8.19,5 years,MORTGAGE,72666.0,Current,credit_card,35.57
18000, 36 months,7.56,8 years,RENT,100000.0,Current,debt_consolidation,20.41
17250, 36 months,18.94,3 years,MORTGAGE,55000.0,Current,credit_card,39.52
19200, 60 months,12.98,10+ years,MORTGAGE,57200.0,Current,home_improvement,17.48
35000, 36 months,15.02,6 years,MORTGAGE,72000.0,Current,house,8.55
17000, 60 months,11.31,10+ years,MORTGAGE,70000.0,Current,credit_card,7.54
23000, 60 months,19.92,1 year,RENT,65000.0,Current,debt_consolidation,21.66
28000, 60 months,25.34,6 years,MORTGAGE,39000.0,Current,debt_consolidation,48.72
7000, 36 months,11.8,9 years,RENT,62000.0,Current,debt_consolidation,10.69
3600, 36 months,11.8,1 year,MORTGAGE,35600.0,Current,debt_consolidation,10.69
6500, 36 months,6.46,4 years,RENT,150000.0,Current,credit_card,3.65
10000, 36 months,15.02,2 years,MORTGAGE,50000.0,Current,debt_consolidation,20.86
10000, 36 months,26.31,10+ years,RENT,49000.0,Current,debt_consolidation,28.88
40000, 60 months,14.47,10+ years,RENT,285000.0,Current,debt_consolidation,29.97
36825, 36 months,7.56,10+ years,MORTGAGE,120000.0,Current,debt_consolidation,22.01
28000, 60 months,14.47,2 years,RENT,72000.0,Current,credit_card,11.4
20000, 36 months,11.8,5 years,RENT,100000.0,Current,debt_consolidation,18.26
7500, 36 months,18.94,1 year,MORTGAGE,45000.0,Current,debt_consolidation,17.97
13600, 36 months,16.91,10+ years,MORTGAGE,50000.0,Current,home_improvement,26.93
25000, 36 months,11.8,3 years,RENT,56000.0,Current,debt_consolidation,13.27
21000, 36 months,19.92,10+ years,MORTGAGE,140000.0,Current,debt_consolidation,7.52
20000, 60 months,22.35,10+ years,MORTGAGE,45000.0,Current,major_purchase,23.95
7000, 36 months,23.4,4 years,MORTGAGE,102000.0,Current,debt_consolidation,28.31
25000, 60 months,13.56,5 years,RENT,135000.0,Current,credit_card,9.93
10000, 60 months,24.37,3 years,MORTGAGE,55000.0,Current,other,10.91
15000, 60 months,10.72,7 years,MORTGAGE,60000.0,Current,credit_card,21.18
12000, 60 months,13.56,< 1 year,MORTGAGE,110000.0,Current,debt_consolidation,8.36
22400, 36 months,19.92,1 year,RENT,167000.0,Current,debt_consolidation,16.86
22100, 60 months,15.02,2 years,RENT,110500.0,Current,debt_consolidation,15.35
10300, 36 months,11.8,6 years,MORTGAGE,22000.0,Current,credit_card,110.64
12600, 60 months,14.47,4 years,MORTGAGE,93000.0,Current,debt_consolidation,23.66
15000, 36 months,10.72,2 years,RENT,78000.0,Current,debt_consolidation,15.29
2500, 36 months,12.98,,OWN,84000.0,Current,credit_card,1.16
20000, 60 months,27.27,,MORTGAGE,38000.0,Current,debt_consolidation,111.15
12000, 36 months,15.02,1 year,MORTGAGE,45000.0,Current,credit_card,20.77
10500, 36 months,8.19,10+ years,MORTGAGE,106000.0,Fully Paid,credit_card,26.1
3000, 36 months,11.31,10+ years,RENT,58000.0,Current,home_improvement,4.3
40000, 60 months,16.91,10+ years,MORTGAGE,53000.0,Current,credit_card,28.1
30000, 36 months,19.92,7 years,MORTGAGE,106000.0,Current,debt_consolidation,39.44
20000, 60 months,13.56,10+ years,MORTGAGE,72000.0,Current,debt_consolidation,25.43
20000, 36 months,8.81,6 years,RENT,45000.0,Current,house,7.79
40000, 36 months,6.46,2 years,MORTGAGE,186000.0,Current,debt_consolidation,24.44
10000, 60 months,8.81,6 years,MORTGAGE,85000.0,Current,credit_card,21.66
20000, 36 months,8.81,5 years,MORTGAGE,103000.0,Current,debt_consolidation,15.37
20000, 60 months,11.8,< 1 year,OWN,98000.0,Current,credit_card,9.03
15000, 36 months,15.02,2 years,RENT,80000.0,Current,other,19.74
16000, 60 months,17.97,1 year,RENT,65000.0,Current,debt_consolidation,14.77
28000, 60 months,22.35,3 years,RENT,192000.0,Current,debt_consolidation,14.66
13000, 60 months,13.56,10+ years,RENT,115000.0,Current,debt_consolidation,14.64
14400, 36 months,16.91,10+ years,MORTGAGE,52000.0,Current,credit_card,27.37
6775, 36 months,10.33,1 year,RENT,15000.0,Current,debt_consolidation,33.36
4000, 36 months,8.81,10+ years,OWN,40000.0,Current,debt_consolidation,24.66
24000, 60 months,13.56,10+ years,RENT,70000.0,Current,debt_consolidation,34.85
30000, 60 months,17.97,< 1 year,OWN,75000.0,Current,debt_consolidation,13.74
7000, 36 months,19.92,6 years,RENT,130000.0,Current,other,20.35
15000, 36 months,15.02,5 years,RENT,60000.0,Current,major_purchase,0.15
9000, 36 months,23.4,2 years,RENT,41600.0,Current,debt_consolidation,17.05
15000, 60 months,19.92,1 year,RENT,60000.0,Current,debt_consolidation,16.14
21800, 36 months,8.81,10+ years,MORTGAGE,54000.0,Current,debt_consolidation,25.2
9000, 36 months,7.02,10+ years,RENT,55000.0,Current,credit_card,8.71
11000, 60 months,23.4,10+ years,MORTGAGE,58500.0,Current,debt_consolidation,24.72
8000, 36 months,15.02,2 years,RENT,70000.0,Current,major_purchase,17.21
10000, 36 months,11.8,5 years,RENT,33600.0,Current,credit_card,18.8
40000, 60 months,8.19,7 years,MORTGAGE,124000.0,Current,debt_consolidation,16.77
6600, 36 months,12.98,10+ years,MORTGAGE,137338.0,Current,debt_consolidation,43.05
5200, 36 months,17.97,5 years,OWN,35000.0,Current,debt_consolidation,25.1
4950, 36 months,17.97,,OWN,25000.0,Current,credit_card,26.6
20000, 60 months,13.56,10+ years,OWN,49600.0,Current,credit_card,19.72
12000, 36 months,8.81,5 years,MORTGAGE,80000.0,Current,debt_consolidation,11.63
15000, 36 months,7.56,6 years,RENT,56000.0,Current,credit_card,10.54
15400, 60 months,10.33,< 1 year,RENT,80000.0,Current,debt_consolidation,9.08
6000, 36 months,10.72,2 years,RENT,88000.0,Current,debt_consolidation,21.72
16000, 60 months,11.8,8 years,RENT,146000.0,Current,credit_card,6.51
30000, 36 months,15.02,5 years,MORTGAGE,36000.0,Current,debt_consolidation,19.33
36000, 36 months,7.02,10+ years,MORTGAGE,125000.0,Current,credit_card,24.74
5000, 36 months,7.02,6 years,RENT,19200.0,Current,credit_card,38.81
4600, 36 months,15.02,,RENT,14808.0,Current,credit_card,60.29
15000, 60 months,10.33,10+ years,MORTGAGE,150000.0,Current,home_improvement,15.55
10000, 36 months,11.31,,RENT,54000.0,Current,credit_card,30.33
1800, 36 months,8.19,1 year,MORTGAGE,40000.0,Current,vacation,29.13
32000, 36 months,12.98,3 years,RENT,60000.0,Current,debt_consolidation,17.08
24000, 60 months,14.47,< 1 year,RENT,20000.0,Current,debt_consolidation,49.46
25000, 36 months,6.46,8 years,MORTGAGE,265000.0,Current,debt_consolidation,13.57
8000, 36 months,12.98,3 years,RENT,49500.0,Current,credit_card,26.91
21000, 60 months,16.91,1 year,OWN,56000.0,Current,debt_consolidation,23.83
30000, 36 months,16.14,10+ years,MORTGAGE,180000.0,Current,other,21.55
40000, 36 months,7.56,6 years,RENT,60000.0,Current,small_business,7.4
9000, 36 months,11.31,1 year,MORTGAGE,62000.0,Current,debt_consolidation,13.38
6000, 36 months,10.33,10+ years,MORTGAGE,30000.0,Current,home_improvement,49.04
15000, 60 months,27.27,3 years,RENT,70000.0,Current,credit_card,25.44
40000, 36 months,11.8,10+ years,OWN,93500.0,Current,small_business,5.51
15000, 36 months,6.46,2 years,MORTGAGE,125000.0,Current,debt_consolidation,20.95
20000, 36 months,13.56,1 year,MORTGAGE,135000.0,Current,credit_card,34.63
10000, 36 months,8.19,9 years,RENT,47000.0,Current,credit_card,11.49
8000, 36 months,7.02,10+ years,RENT,120000.0,Current,credit_card,18.76
13500, 36 months,11.31,< 1 year,OWN,250000.0,Current,major_purchase,5.45
10500, 36 months,8.19,5 years,MORTGAGE,65000.0,Current,vacation,14.83
16000, 36 months,14.47,8 years,RENT,35000.0,Current,other,1.23
32000, 60 months,15.02,10+ years,MORTGAGE,138000.0,Current,debt_consolidation,20.05
10000, 36 months,8.19,3 years,MORTGAGE,56000.0,Current,debt_consolidation,20.85
40000, 36 months,7.56,1 year,MORTGAGE,250000.0,Current,debt_consolidation,19.45
12000, 60 months,14.47,10+ years,MORTGAGE,48000.0,Current,debt_consolidation,21.73
13500, 60 months,8.81,,RENT,20000.0,Current,credit_card,9.54
40000, 36 months,15.02,10+ years,RENT,33000.0,Current,debt_consolidation,25.45
7100, 36 months,6.46,10+ years,MORTGAGE,74500.0,Current,debt_consolidation,6.32
3500, 36 months,11.31,4 years,MORTGAGE,75000.0,Current,credit_card,13.81
16000, 36 months,10.33,7 years,RENT,40000.0,Current,debt_consolidation,19.86
13825, 36 months,20.89,< 1 year,MORTGAGE,120000.0,Current,home_improvement,8.47
5000, 36 months,12.98,3 years,MORTGAGE,120000.0,Current,credit_card,15.97
5000, 36 months,8.81,5 years,RENT,60000.0,Current,credit_card,4.4
10000, 36 months,11.8,< 1 year,MORTGAGE,80000.0,Current,credit_card,22.37
5000, 36 months,19.92,10+ years,RENT,80000.0,Current,other,9.36
15000, 36 months,8.81,8 years,MORTGAGE,58000.0,Current,credit_card,20.98
22000, 60 months,10.33,10+ years,MORTGAGE,129000.0,Current,debt_consolidation,13.03
22800, 36 months,7.02,9 years,MORTGAGE,100794.0,Current,credit_card,19.8
20000, 36 months,8.81,,MORTGAGE,156000.0,Current,debt_consolidation,14.1
10000, 36 months,15.02,1 year,RENT,48000.0,Current,debt_consolidation,7.43
24000, 36 months,7.56,10+ years,MORTGAGE,49500.0,Current,debt_consolidation,22.56
4200, 36 months,14.47,3 years,RENT,26000.0,Fully Paid,debt_consolidation,18.93
25000, 36 months,11.31,4 years,MORTGAGE,92000.0,Current,debt_consolidation,17.62
3900, 36 months,8.81,7 years,MORTGAGE,48000.0,Current,credit_card,12.47
8000, 36 months,15.02,1 year,MORTGAGE,161000.0,Current,debt_consolidation,19.01
21000, 36 months,11.8,10+ years,MORTGAGE,100000.0,Current,credit_card,10.27
15000, 36 months,6.46,< 1 year,OWN,49000.0,Current,debt_consolidation,19.37
5400, 36 months,7.02,10+ years,MORTGAGE,25000.0,Current,credit_card,8.45
40000, 60 months,10.33,7 years,MORTGAGE,120000.0,Current,credit_card,13.62
12000, 36 months,8.19,< 1 year,OWN,250000.0,Current,credit_card,4.79
12000, 60 months,10.33,4 years,MORTGAGE,80000.0,Current,debt_consolidation,30.18
18000, 60 months,11.8,< 1 year,OWN,33000.0,Current,debt_consolidation,25.35
20000, 60 months,8.81,10+ years,RENT,75000.0,Current,debt_consolidation,25.89
32000, 36 months,11.8,3 years,RENT,29000.0,Current,credit_card,53.19
14500, 36 months,7.02,10+ years,OWN,63000.0,Current,credit_card,29.98
12000, 60 months,17.97,9 years,RENT,37000.0,Fully Paid,credit_card,11.45
15000, 36 months,10.33,< 1 year,MORTGAGE,70000.0,Current,credit_card,2.62
7200, 36 months,8.81,5 years,RENT,58195.0,Current,credit_card,29.41
10000, 60 months,22.35,5 years,OWN,70000.0,Current,credit_card,6.71
10000, 60 months,12.98,4 years,RENT,54000.0,Current,moving,29.53
16000, 60 months,14.47,10+ years,MORTGAGE,125000.0,Current,debt_consolidation,18.3
12000, 36 months,7.56,6 years,MORTGAGE,52000.0,Current,debt_consolidation,22.25
20000, 36 months,10.72,< 1 year,RENT,30000.0,Current,credit_card,6.8
15000, 60 months,17.97,10+ years,MORTGAGE,85000.0,Current,debt_consolidation,34.77
3500, 36 months,8.81,10+ years,RENT,108000.0,Current,debt_consolidation,9.92
10700, 36 months,19.92,5 years,MORTGAGE,150000.0,Current,credit_card,18.11
30000, 60 months,10.33,< 1 year,RENT,80000.0,Current,small_business,23.66
10000, 36 months,8.19,10+ years,MORTGAGE,65000.0,Current,home_improvement,5.83
20000, 36 months,7.02,3 years,RENT,90000.0,Current,credit_card,22.61
10000, 36 months,16.91,1 year,RENT,200000.0,Current,debt_consolidation,16.52
5000, 36 months,13.56,1 year,MORTGAGE,40000.0,Current,other,20.32
20000, 60 months,14.47,,MORTGAGE,54000.0,Current,debt_consolidation,17.51
20000, 36 months,6.46,,MORTGAGE,55000.0,Current,credit_card,30.13
40000, 60 months,10.33,10+ years,MORTGAGE,80000.0,Current,debt_consolidation,47.56
5000, 36 months,10.33,3 years,RENT,60000.0,Current,credit_card,3.65
1000, 36 months,23.4,5 years,RENT,36000.0,Current,other,16.87
36000, 36 months,6.46,10+ years,MORTGAGE,115000.0,Current,debt_consolidation,9.17
15000, 60 months,11.8,10+ years,MORTGAGE,80000.0,Current,credit_card,16.67
16000, 60 months,11.8,10+ years,RENT,38000.0,Current,vacation,27.73
5000, 36 months,11.31,10+ years,OWN,75000.0,Current,debt_consolidation,19.3
10000, 36 months,16.14,4 years,MORTGAGE,72000.0,Current,debt_consolidation,37.35
25000, 36 months,8.81,< 1 year,RENT,65000.0,Current,debt_consolidation,18.37
13000, 36 months,16.14,10+ years,RENT,80000.0,Current,credit_card,25.08
12000, 60 months,13.56,6 years,MORTGAGE,70000.0,Current,debt_consolidation,15.74
25000, 60 months,11.8,,OWN,24744.0,Fully Paid,debt_consolidation,22.74
15000, 36 months,8.19,< 1 year,RENT,140000.0,Current,credit_card,9.86
1000, 36 months,27.27,5 years,MORTGAGE,30000.0,Current,other,25.39
33600, 60 months,10.72,10+ years,RENT,90000.0,Current,debt_consolidation,21.61
10000, 60 months,13.56,10+ years,MORTGAGE,108172.0,Current,debt_consolidation,10.67
20000, 60 months,17.97,10+ years,RENT,25000.0,Current,debt_consolidation,21.08
10000, 36 months,12.98,10+ years,MORTGAGE,46000.0,Current,credit_card,17.98
12000, 36 months,7.02,< 1 year,MORTGAGE,60000.0,Current,credit_card,8.78
8000, 36 months,8.81,3 years,MORTGAGE,80000.0,Current,debt_consolidation,25.04
17000, 60 months,11.8,8 years,MORTGAGE,70000.0,Current,debt_consolidation,16.15
1500, 36 months,14.47,,RENT,45000.0,Current,other,7.36
10000, 36 months,18.94,1 year,MORTGAGE,92000.0,Current,other,29.22
30000, 60 months,18.94,10+ years,MORTGAGE,109000.0,Current,debt_consolidation,25.42
2000, 36 months,16.91,1 year,OWN,30000.0,Current,debt_consolidation,26.36
10000, 60 months,17.97,4 years,MORTGAGE,57000.0,Current,credit_card,17.14
6025, 36 months,15.02,4 years,RENT,84000.0,Current,debt_consolidation,12.37
30000, 60 months,22.35,10+ years,RENT,97000.0,Current,debt_consolidation,13.15
6000, 36 months,18.94,5 years,OWN,120000.0,Current,debt_consolidation,17.86
25000, 60 months,11.8,2 years,MORTGAGE,57000.0,Current,credit_card,23.79
7500, 36 months,18.94,4 years,RENT,44500.0,Current,other,20.9
25000, 60 months,16.14,3 years,RENT,69427.0,Current,debt_consolidation,35.83
24000, 36 months,8.81,< 1 year,RENT,80000.0,Current,debt_consolidation,10.85
6000, 36 months,7.02,10+ years,MORTGAGE,34000.0,Current,debt_consolidation,27.14
40000, 60 months,15.02,10+ years,MORTGAGE,114000.0,Current,debt_consolidation,8.45
8000, 36 months,8.81,5 years,MORTGAGE,80000.0,Current,debt_consolidation,20.58
4000, 36 months,11.8,5 years,RENT,92000.0,Current,other,18.38
12000, 60 months,11.8,4 years,OWN,100000.0,Current,credit_card,12.43
16000, 60 months,16.91,10+ years,RENT,65000.0,Current,credit_card,17.89
4000, 36 months,20.89,2 years,RENT,62400.0,Current,other,39.37
18000, 60 months,15.02,1 year,RENT,183000.0,Current,debt_consolidation,11.4
37500, 60 months,8.19,10+ years,MORTGAGE,155000.0,Current,debt_consolidation,9.79
3025, 36 months,13.56,10+ years,MORTGAGE,42240.0,Current,medical,30.84
6500, 36 months,11.8,6 years,MORTGAGE,60000.0,Current,home_improvement,33.22
20000, 60 months,18.94,10+ years,RENT,43000.0,Current,debt_consolidation,14.12
15000, 36 months,12.98,3 years,MORTGAGE,60000.0,Current,other,25.52
10000, 36 months,8.19,,RENT,35412.0,Current,debt_consolidation,7.56
3000, 36 months,18.94,6 years,RENT,65000.0,Current,vacation,19.87
14400, 60 months,14.47,10+ years,MORTGAGE,98000.0,Current,credit_card,12.77
11125, 60 months,19.92,10+ years,MORTGAGE,157000.0,Current,home_improvement,31.82
16800, 60 months,14.47,5 years,MORTGAGE,185000.0,Fully Paid,home_improvement,12.1
10000, 36 months,14.47,9 years,MORTGAGE,95000.0,Current,other,23.55
10000, 60 months,13.56,7 years,MORTGAGE,56812.0,Current,debt_consolidation,26.45
16000, 60 months,17.97,3 years,RENT,32000.0,Current,credit_card,26.82
38475, 60 months,15.02,2 years,MORTGAGE,152500.0,Current,home_improvement,10.51
8000, 36 months,16.14,2 years,MORTGAGE,52000.0,Current,debt_consolidation,14.89
3600, 36 months,12.98,4 years,RENT,30900.0,Current,debt_consolidation,17.75
15000, 36 months,8.81,10+ years,MORTGAGE,105000.0,Current,debt_consolidation,23.14
8000, 36 months,16.91,5 years,MORTGAGE,41000.0,Current,debt_consolidation,10.25
15000, 60 months,8.81,3 years,MORTGAGE,60000.0,Current,debt_consolidation,12.2
5000, 36 months,8.19,10+ years,MORTGAGE,44000.0,Current,car,12.25
40000, 36 months,11.31,< 1 year,RENT,125000.0,Current,debt_consolidation,1.89
15000, 36 months,10.72,10+ years,MORTGAGE,39500.0,Current,credit_card,77.0
